Arıza/Bakım;Bildirim Tarihi;Ekipman Adı;Arıza/Bakım Grubu;Arıza/Bakım Türü;Arıza/Bakım Detayı;Parça Adedi;"Müdahale Başl. 
Tarihi";"Müdahale Bitiş 
Tarihi";Müdahale Başl. Saati;Müdahale Bitiş Saati;Müdahale Süresi (Dk.);Açıklama
Bakım;19.08.2022;Pres-4;Mekanik;Disk Bakımı;Disk Civata Değişimi;;19.08.2022;19.08.2022;10:30;12:00;90;Disk civataları kontrol edildi 2 tanesi değiştirildi
Bakım;19.08.2022;Paketleme-3;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;19.08.2022;19.08.2022;13:30;14:30;60;Paketleme-3 zicirlisinin padıllarının yarısı değiştirildi
Bakım;19.08.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;19.08.2022;19.08.2022;14:30;14:45;15;Elekler 4*4 oldu. 
Bakım;19.08.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;19.08.2022;19.08.2022;14:45;15:00;15;Elekler 4*4 oldu. 
Arıza;19.08.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;;19.08.2022;19.08.2022;18:00;18:30;30;Pres-4 sigorta kemişti değişim yapıldı
Arıza;19.08.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;;19.08.2022;19.08.2022;18:30;19:00;30;Pres-4 sigorta kemişti değişim yapıldı
Arıza;19.08.2022;Expander-4;Mekanik;Koni Arızası;Koni Hortumu Değişimi;;19.08.2022;19.08.2022;14:00;14:30;30;Expander-4 koni hortumu patlamıştı yenisi ile değiştirildi
Arıza;19.08.2022;Pres-4;Mekanik;Ön Ayna Arızası;Ön Ayna Cıvata Değişimi;;19.08.2022;19.08.2022;09:40;10:30;50;Pres-4 ön ayna cıvata kesmişti kaynak ile diskten çıkartılıp yenileri takıldı
Arıza;19.08.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;;19.08.2022;19.08.2022;10:30;10:50;20;Pres-4 sigorta kemişti değişim yapıldı
Arıza;19.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;19.08.2022;19.08.2022;08:10;08:30;20;2 tane patlak elek vardı değiştirildi
Arıza;19.08.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;19.08.2022;19.08.2022;19:10;19:40;30;1 tane patlak elek vardı değiştirildi
Bakım;19.08.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;19.08.2022;19.08.2022;12:00;12:20;20;Elekler 4*3 oldu vuran taraf 3
Bakım;20.08.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;19.08.2022;19.08.2022;12:20;12:40;20;Elekler 4*3 oldu vuran taraf 3
Bakım;21.08.2022;Expander-3;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;20.08.2022;20.08.2022;08:00;09:00;60;Expander-3 kafa padıl değiştirildi
Arıza;22.08.2022;Paketleme-3;Mekanik;Dikiş Makinası Arızası;Dikiş Makinası Arızası;;21.08.2022;21.08.2022;21:10;21:30;20;Paketleme-3 dikiş makinasının kayışı kopmuştu değiştirildi
Arıza;23.08.2022;Pres Elevatörü-1;Mekanik;Akış Arızası;Akış Arızası;;22.08.2022;22.08.2022;22:45;23:10;25;Yeni fabrika 1 nolu pres elevatörünün akışında delik vardı kapatıldı
Bakım;24.08.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Değişimi;;23.08.2022;23.08.2022;08:30;16:30;480;Kondisyonel-2 melasiyerin padılları komple değiştirildi
Arıza;24.08.2022;Pres-1;Mekanik;Bıçak Arızası;Bıçak Arızası;;24.08.2022;24.08.2022;23:10;23:40;30;Pres-1 bıçağı çıkmıştı yerine takıldı
Arıza;24.08.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;24.08.2022;24.08.2022;18:40;19:30;50;Yeni fabrika pres eleği-2 lastik patlamıştı değişirildi
Arıza;24.08.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;24.08.2022;24.08.2022;11:00;11:20;20;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Bakım;24.08.2022;Pres-1;Mekanik;Kasnak Bakımı;Rulman Değişimi;1;24.08.2022;24.08.2022;08:00;12:00;240;Pres-1 kasnak kaplin yanındaki yatak rulmanı değiştirildi
Arıza;24.08.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;24.08.2022;24.08.2022;02:55;03:10;15;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Arıza;24.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;24.08.2022;24.08.2022;07:10;07:35;25;1 tane patlak elek vardı değiştirildi
Bakım;24.08.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Bakımı;;24.08.2022;24.08.2022;09:20;09:30;10;Kondisyonel-2 padılları kontrol edildi
Arıza;25.08.2022;Sarsak-4;Mekanik;Piston Arızası;Piston Arızası;;24.08.2022;24.08.2022;19:15;19:50;35;Yeni fabrika sarsak-4 alt piston açmıyordu bakıldı
Arıza;26.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;25.08.2022;25.08.2022;08:30;08:50;20;2 tane patlak elek vardı değiştirildi
Arıza;27.08.2022;Mikser;Mekanik;Mısır Suyu Pompa Arızası;Mısır Suyu Pompa Değişimi;1;26.08.2022;26.08.2022;08:10;09:20;70;Yeni fabrika miksere mısır suyu basan pompa değişimi yapıldı
Bakım;27.08.2022;Kondisyonel-3;Mekanik;Padıl Bakımı;Padıl Bakımı;;27.08.2022;27.08.2022;08:15;08:30;15;Kondisyonel-3 padılları kontrol edildi
Bakım;27.08.2022;Sarsak-3;Mekanik;Sensör Bakımı;Sensör Bakımı;;27.08.2022;27.08.2022;08:40;09:30;50;Yeni fabrika sarsak-3 üst sensörüne ayar yapıldı
Arıza;27.08.2022;Kondisyonel-1;Mekanik;Vinas Borusu Arızası;Vinas Borusu Arızası;;27.08.2022;27.08.2022;23:30;00:00;30;Yeni fabrika kondisyonel-1 vinas borusu delikti kaynatıldı
Arıza;27.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;27.08.2022;27.08.2022;18:10;18:40;30;2 tane patlak elek vardı değiştirildi
Arıza;27.08.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Sıkışması;;27.08.2022;27.08.2022;01:30;02:00;30;Yeni fabrika değirmen-1 besleme sıkışmıştı kaldırıldı kova gelmiş
Arıza;27.08.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;2;27.08.2022;27.08.2022;08:00;08:30;30;2 tane patlak elek vardı değiştirildi
Arıza;27.08.2022;Değirmen-1;Mekanik;Değirmen Sıkışması;Değirmen Sıkışması;;27.08.2022;27.08.2022;20:30;20:55;25;Yeni fabrika değirmen-1 sıkışmıştı içi açılıp temizlendi
Arıza;28.08.2022;Değirmen-1;Mekanik;Değirmen Sıkışması;Değirmen Sıkışması;;27.08.2022;27.08.2022;23:30;00:00;30;Yeni fabrika değirmen-1 sıkışmıştı içi açılıp temizlendi
Arıza;29.08.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;28.08.2022;28.08.2022;19:00;19:30;30;1 tane patlak elek vardı değiştirildi
Arıza;30.08.2022;Expander-1;Mekanik;Üst Klepe Arızası;Üst Klepe Arızası;;29.08.2022;29.08.2022;23:00;23:30;30;Yeni fabrika expander-1 üst klepe mal kaçırıyordu yapıldı
Arıza;31.08.2022;Değirmen-2;Mekanik;Besleme Arızası;Besleme Sıkışması;;30.08.2022;30.08.2022;01:10;02:30;80;Yeni fabrika değirmen-2 beslemeye demir parçası gelmişti içi açılıp kardırıldı
Arıza;1.09.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;31.08.2022;31.08.2022;08:40;09:00;20;1 tane patlak elek vardı değiştirildi
Arıza;2.09.2022;Pres Elevatörü-2;Mekanik;Akış Arızası;Akış Arızası;;1.09.2022;1.09.2022;09:00;09:15;15;Yeni fabrika pres elevatörü-2 akışında kaçak vardı kapatıldı
Bakım;3.09.2022;Expander-1;Mekanik;Taç Bakımı;Taç Değişimi;1;2.09.2022;2.09.2022;08:45;10:45;120;Expander-1 taç değişimi yapıldı
Bakım;4.09.2022;Expander-1;Mekanik;Koni Bakımı;Koni Değişimi;1;3.09.2022;3.09.2022;10:45;11:45;60;Expander-1 koni değişimi yapıldı
Bakım;4.09.2022;Expander-1;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;4.09.2022;4.09.2022;11:45;12:30;45;Expander-1 kafa padıl değişimi yapıldı
Bakım;4.09.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;4.09.2022;4.09.2022;18:50;20:30;100;Expander-2 kırıcının iki adet bıçağı değiştirildi
Arıza;4.09.2022;Teleskopik Bant-2;Mekanik;Bant Arızası;Swich Arızası;;4.09.2022;4.09.2022;23:10;23:20;10;Swich takılı kalmıştı ayarlama yapıldı
Arıza;4.09.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;;4.09.2022;4.09.2022;08:30;08:45;15;1 tane patlak elek vardı değiştirildi
Bakım;4.09.2022;Pres-4;Mekanik;Pres Bakımı;Pres Bakımı;;4.09.2022;4.09.2022;08:30;09:30;60;Pres-4 bakım yapıldı. Disk rulo kasnak kontrol edildi
Bakım;4.09.2022;Expander-1;Mekanik;Expander Bakımı;Expander Bakımı;;4.09.2022;4.09.2022;10:00;11:00;60;Expander-1 bakım yapıldı. Konik taç stop çivatası bakımı yapıldı
Bakım;4.09.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;4.09.2022;4.09.2022;16:30;16:45;15;Elekler 3*4 oldu. Orta köy tarafı 3 oldu
Bakım;4.09.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;4.09.2022;4.09.2022;16:45;17:00;15;Elekler 3*4 oldu. Orta köy tarafı 3 oldu
Arıza;4.09.2022;Paketleme-1;Mekanik;Motor Arızası;Motor Zincir Değişimi;1;4.09.2022;4.09.2022;11:30;12:00;30;Paketleme-1 motor zincirlisi değiştirildi
Bakım;4.09.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;4.09.2022;4.09.2022;18:20;18:30;10;Elekler 5*4 oldu. Kadıköy  tarafı 4 oldu
Bakım;4.09.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;4.09.2022;4.09.2022;18:30;18:45;15;Elekler 5*4 oldu. Kadıköy  tarafı 4 oldu
Arıza;4.09.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Değişimi;1;4.09.2022;4.09.2022;08:30;10:30;120;3 nolu sarsağın piston ve çekvalfi değiştirldi
Bakım;4.09.2022;Pres-Küçük;Mekanik;Pres Bakımı;Pres Bakımı;;4.09.2022;4.09.2022;11:30;16:30;300;Pres-Küçük ayna ve toz çemberinde kaçaklar vardı kaynakla giderildi
Bakım;4.09.2022;Teleskopik Bant-1;Mekanik;Bant Bakımı;Bant Bakımı;;4.09.2022;4.09.2022;15:15;15:30;15;Teleskopik Bant-1 gergi ayarı yapıldı
Bakım;4.09.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;4.09.2022;4.09.2022;15:30;15:45;15;Elekler 4*4 oldu. 
Bakım;4.09.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;4.09.2022;4.09.2022;15:45;16:00;15;Elekler 4*4 oldu. 
Bakım;4.09.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;4.09.2022;4.09.2022;08:35;08:50;15;Elekler ve çekiçler kontrol edildi
Bakım;5.09.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;4.09.2022;4.09.2022;08:50;09:10;20;Elekler ve çekiçler kontrol edildi
Bakım;6.09.2022;Teleskopik Bant-3;Mekanik;Bant Bakımı;Bant Bakımı;;5.09.2022;5.09.2022;23:00;23:20;20;Teleskopik Bant-3 gergi ayarı yapıldı
Arıza;6.09.2022;Teleskopik Bant-1;Mekanik;Bant Arızası;Bant Arızası;;6.09.2022;6.09.2022;22:40;23:40;60;Bant çalışmıyordu kabloları yenilendi
Arıza;6.09.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;6.09.2022;6.09.2022;01:45;02:15;30;1 tane patlak elek vardı değiştirildi
Arıza;6.09.2022;Pres-3;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;6.09.2022;6.09.2022;10:20;11:00;40;Pres-3 sigorta kesmişti yenisi ile değiştirildi
Arıza;7.09.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata değişimi;5;6.09.2022;6.09.2022;08:15;13:15;300;Pres-4 cıvata kesmişti değişitildi. Rulo mili çatlamıştı kaynak yapıldı
Arıza;8.09.2022;Sarsak-3;Mekanik;Basınç Saati Arızası;Basınç Saati Değişimi;1;7.09.2022;7.09.2022;14:00;14:20;20;Sarsak basınç saati patlamıştı değiştirildi
Bakım;9.09.2022;Değirmen-1;Mekanik;Selvo Bakım;Selvo Bakım;;8.09.2022;8.09.2022;14:30;14:50;20;Değirmen selvo kontrolleri yapıldı
Bakım;10.09.2022;Değirmen-2;Mekanik;Selvo Bakım;Selvo Bakım;;9.09.2022;9.09.2022;14:50;15:15;25;Değirmen selvo kontrolleri yapıldı
Arıza;11.09.2022;Paketleme-3;Mekanik;Motor Arızası;Motor Zincir Değişimi;1;10.09.2022;10.09.2022;12:00;12:45;45;Paketleme-3 motor zincirlisi değiştirildi
Arıza;11.09.2022;Pres-4;Mekanik;Elevatör Arızası;Elevatör Üst tambur Değişimi;1;11.09.2022;11.09.2022;08:30;16:00;450;Pres-4 elevatörünün üst tamburu ve redüktörü değiştirildi. Milin bilyaları sıfır takıldı
Arıza;11.09.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;11.09.2022;11.09.2022;08:15;09:30;75;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Bakım;11.09.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;;11.09.2022;11.09.2022;09:00;12:00;180;2 adet sıfır rulo toplandı
Arıza;11.09.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata Değişimi;1;11.09.2022;11.09.2022;08:15;08:45;30;Pres-4 disk civataları kesmişti değiştirldi, ayar yapıldı
Bakım;11.09.2022;Expander-1;Mekanik;Expander Bakımı;Expander Bakımı;;11.09.2022;11.09.2022;08:45;09:00;15;Expander-1 ön gömlek ve konileri kontrol edildi
Bakım;11.09.2022;Expander-4;Mekanik;Expander Bakımı;Expander Bakımı;;11.09.2022;11.09.2022;09:00;09:15;15;Expander-4 ön gömlek ve konileri kontrol edildi
Arıza;11.09.2022;Kondisyonel-1;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Keçe Değişimi;;11.09.2022;11.09.2022;09:20;11:15;115;Kondisyonel-1 ön milin keçeleri değiştirildi Yatağa kaynak yapıldı
Bakım;12.09.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;11.09.2022;11.09.2022;19:15;19:40;25;Elekler 3*4 oldu. Vuran taraf 3
Bakım;13.09.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;12.09.2022;12.09.2022;19:40;20:05;25;Elekler 3*4 oldu. Vuran taraf 3
Arıza;14.09.2022;Expander-3;Mekanik;Taç Arızası;Taç Değişimi;1;13.09.2022;13.09.2022;09:00;10:15;75;Expander-3 taç değişimi yapıldı
Arıza;15.09.2022;Expander-3;Mekanik;Koni Arızası;Koni Değişimi;1;14.09.2022;14.09.2022;10:15;11:30;75;Expander-3 koni değişimi yapıldı
Arıza;16.09.2022;Expander-3;Mekanik;Kırıcı Eleği Arızası;Kırıcı Eleği Değişimi;1;15.09.2022;15.09.2022;11:30;12:30;60;Expander-3 kırıcı eleği değişimi yapıldı
Bakım;17.09.2022;Değirmen-1;Mekanik;Değirmen Bakımı;Değirmen Bakımı;;16.09.2022;16.09.2022;13:50;14:30;40;Değirmen çekiçleri rulmanları ve milleri kontrol edildi
Bakım;18.09.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Değişimi;354;17.09.2022;17.09.2022;08:15;09:30;75;Çekiçler ve miller komple değiştirildi
Bakım;19.09.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Değişimi;354;18.09.2022;18.09.2022;10:45;12:25;100;Çekiçler ve miller komple değiştirildi
Arıza;20.09.2022;Kondisyonel-2;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Keçe Değişimi;;19.09.2022;19.09.2022;14:00;16:00;120;Kondisyonel-2 ön milin keçeleri değiştirildi Yatağa kaynak yapıldı
Arıza;21.09.2022;Kondisyonel-2;Mekanik;Vinas Arızası;Vinas Arızası;;20.09.2022;20.09.2022;11:00;11:45;45;Kondüksiyonel-2 vinas tesisatında kaçak vardı onarıldı
Arıza;22.09.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;21.09.2022;21.09.2022;08:30;08:45;15;1 tane patlak elek vardı değiştirildi
Arıza;23.09.2022;Pres-4;Mekanik;Ön Ayna Arızası;Ön Ayna Cıvata Değişimi;3;22.09.2022;22.09.2022;10:25;10:50;25;Pres-4 ön ayna civataları kesmişti çıkarıldı yenileri takıldı yarın hepsi değiştirecelek 
Arıza;23.09.2022;Kondisyonel-4;Mekanik;Su Tesisatı Arızası;Su Tesisatı Arızası;;23.09.2022;23.09.2022;09:30;10:00;30;Kondisyonel-4 su tesisatından su gelmiyordu hattın içi temizlendi
Arıza;23.09.2022;Expander;Mekanik;Expander Sıkışması;Expander Sıkışması;;23.09.2022;23.09.2022;21:30;22:40;70;Eski fabrika expander sıkışmıştı stop civataları sökülüp içi boşaltıldı
Arıza;23.09.2022;Pres-4;Mekanik;Ön Ayna Arızası;Ön Ayna Cıvata Değişimi;;23.09.2022;23.09.2022;08:10;09:50;100;Pres-4 ön ayna civataları kesmişti çıkarıldı yenileri takıldı. Hepsi yenilendi civataların. Toz çemberi ayarlandı
Bakım;23.09.2022;Expander;Mekanik;Yön Klepe Bakımı;Yön Klepe Değişimi;;23.09.2022;23.09.2022;10:25;12:20;115;Eski fabrika expaderin yön klepesi değiştirildi
Bakım;23.09.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;23.09.2022;23.09.2022;23:10;23:20;10;Değirmen-1 elek ve çekiçler kontrol edildi
Bakım;23.09.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;23.09.2022;23.09.2022;23:20;23:30;10;Değirmen-1 elek ve çekiçler kontrol edildi
Arıza;23.09.2022;Kondisyonel-3;Mekanik;Motor Keçe Arızası;Motor Keçe Değişimi;;23.09.2022;23.09.2022;08:15;08:30;15;Kondüksiyonel-3 motor keçesi değiştirildi
Arıza;23.09.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;23.09.2022;23.09.2022;19:00;20:00;60;Expander-2 kırıcı sıkışmıştı açıldı kopan bıçakları kaynatıldı
Bakım;23.09.2022;Expander-1;Mekanik;Stop Cıvata Bakımı;Stop Cıvata Bakımı;;23.09.2022;23.09.2022;08:10;08:20;10;Expander-1 stop cıvata kontrolleri yapıldı
Bakım;23.09.2022;Expander-2;Mekanik;Stop Cıvata Bakımı;Stop Cıvata Bakımı;;23.09.2022;23.09.2022;08:20;08:30;10;Expander-2 stop cıvata kontrolleri yapıldı
Bakım;23.09.2022;Expander-3;Mekanik;Stop Cıvata Bakımı;Stop Cıvata Bakımı;;23.09.2022;23.09.2022;08:30;08:40;10;Expander-3 stop cıvata kontrolleri yapıldı
Bakım;24.09.2022;Expander-4;Mekanik;Stop Cıvata Bakımı;Stop Cıvata Bakımı;;23.09.2022;23.09.2022;08:40;08:50;10;Expander-4 stop cıvata kontrolleri yapıldı
Arıza;25.09.2022;Expander-2;Mekanik;Kafa Padıl Arızası;Kafa Padıl Değişimi;1;24.09.2022;24.09.2022;09:00;11:00;120;Expander-2 kafa padıl değişimi yapıldı
Arıza;26.09.2022;Expander-2;Mekanik;Taç Arızası;Taç Değişimi;1;25.09.2022;25.09.2022;11:00;13:00;120;Expander-2 taç değişimi yapıldı
Bakım;27.09.2022;Pres Elevatörü-1;Mekanik;Kayış Bakımı;Kayış Bakımı;;26.09.2022;26.09.2022;15:05;15:20;15;Pres Elevatörü-1 kayış ayarı yapılmıştır
Bakım;28.09.2022;Pres Elevatörü-2;Mekanik;Kayış Bakımı;Kayış Bakımı;;27.09.2022;27.09.2022;15:20;15:35;15;Pres Elevatörü-2 kayış ayarı yapılmıştır
Bakım;29.09.2022;Pres Elevatörü-3;Mekanik;Kayış Bakımı;Kayış Bakımı;;28.09.2022;28.09.2022;15:35;15:50;15;Pres Elevatörü-3 kayış ayarı yapılmıştır
Bakım;30.09.2022;Pres Elevatörü-4;Mekanik;Kayış Bakımı;Kayış Bakımı;;29.09.2022;29.09.2022;15:50;16:05;15;Pres Elevatörü-4 kayış ayarı yapılmıştır
Arıza;1.10.2022;Paketleme-4;Mekanik;Motor Arızası;Motor Değişimi;;30.09.2022;30.09.2022;14:30;15:00;30;Paketleme-4 zincirlinin motoru değiştirildi
Arıza;2.10.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;1.10.2022;1.10.2022;10:00;11:00;60;Pres eleği-2 lastiği patlaktı değiştirildi
Bakım;3.10.2022;Paketleme-4;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;2.10.2022;2.10.2022;14:00;17:00;180;Paketleme-4 zicirlisinin padıllarının yarısı değiştirildi
Arıza;4.10.2022;Pres Eleği-4;Mekanik;Elek Arızası;Elek Arızası;;3.10.2022;3.10.2022;08:10;10:15;125;Pres Eleği-4 elek patlaktı tamir edildi ve süpürge değişimi yapıldı
Arıza;4.10.2022;Kondisyonel-3;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Bilya Değişimi;;4.10.2022;4.10.2022;11:30;16:25;295;Kondüksiyonel-3 motor tarafondaki ön mil yatak bilyası değiştirildi
Bakım;4.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;4.10.2022;4.10.2022;11:00;11:15;15;Elekler 4*4 oldu. 
Bakım;4.10.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;4.10.2022;4.10.2022;11:15;11:30;15;Elekler 4*4 oldu. 
Bakım;4.10.2022;Paketleme-4;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;4.10.2022;4.10.2022;12:50;14:20;90;Paketleme-4 zicirlisinin padıllarının yarısı değiştirildi
Arıza;4.10.2022;Pres-4;Mekanik;Rulo Arızası;Rulo Değişimi;;4.10.2022;4.10.2022;08:15;11:50;215;Pres-4 rulo rulmanları dağılmıştı rulolar değiştirildi
Arıza;4.10.2022;Pres-3;Mekanik;Melas Pompa Arızası;Melas Pompa Değişimi;1;4.10.2022;4.10.2022;14:30;15:00;30;3 nolu günlük pres pompası değişti
Arıza;4.10.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;4.10.2022;4.10.2022;08:30;09:25;55;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Arıza;4.10.2022;Pres-1;Mekanik;Disk Arızası;Disk Değişimi;1;4.10.2022;4.10.2022;09:25;12:30;185;Pres-1 disk değişimi yapıldı sıfır disk yapıldı
Arıza;4.10.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;4.10.2022;4.10.2022;09:30;09:45;15;1 tane patlak elek vardı değiştirildi
Arıza;4.10.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;4.10.2022;4.10.2022;09:45;10:00;15;1 tane patlak elek vardı değiştirildi
Bakım;5.10.2022;Paketleme-3;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;4.10.2022;4.10.2022;13:00;13:45;45;Paketleme-3 zicirlisinin padıllarının yarısı değiştirildi
Arıza;6.10.2022;Expander-1;Mekanik;Kırıcı Arıza;Kaplin Değişimi;;5.10.2022;5.10.2022;10:20;11:40;80;Expander-1 kırıcının kaplini kırılmıştı yenisi ile değiştirildi
Arıza;6.10.2022;Pres-3;Mekanik;Melas Pompa Arızası;Melas Motor Değişimi;1;6.10.2022;6.10.2022;19:45;22:40;175;Pres-3 melas gelmiyordu motor poampası yanmış elektrikçi ile değişimi yapıldı
Bakım;6.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;6.10.2022;6.10.2022;23:00;23:30;30;Elekler 4*3 oldu. 
Bakım;6.10.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;6.10.2022;6.10.2022;23:30;00:00;30;Elekler 4*3 oldu. 
Bakım;6.10.2022;Pres-4;Mekanik;Disk Bakımı;Disk Civata Değişimi;;6.10.2022;6.10.2022;10:30;12:00;90;Disk civataları kontrol edildi 2 tanesi değiştirildi
Bakım;6.10.2022;Paketleme-3;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;6.10.2022;6.10.2022;13:30;14:30;60;Paketleme-3 zicirlisinin padıllarının yarısı değiştirildi
Bakım;6.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;6.10.2022;6.10.2022;14:30;14:45;15;Elekler 4*4 oldu. 
Bakım;6.10.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;6.10.2022;6.10.2022;14:45;15:00;15;Elekler 4*4 oldu. 
Arıza;6.10.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;;6.10.2022;6.10.2022;18:00;18:30;30;Pres-4 sigorta kemişti değişim yapıldı
Arıza;6.10.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;;6.10.2022;6.10.2022;18:30;19:00;30;Pres-4 sigorta kemişti değişim yapıldı
Arıza;6.10.2022;Expander-4;Mekanik;Koni Arızası;Koni Hortumu Değişimi;;6.10.2022;6.10.2022;14:00;14:30;30;Expander-4 koni hortumu patlamıştı yenisi ile değiştirildi
Arıza;8.10.2022;Pres-4;Mekanik;Ön Ayna Arızası;Ön Ayna Cıvata Değişimi;;6.10.2022;6.10.2022;09:40;10:30;50;Pres-4 ön ayna cıvata kesmişti kaynak ile diskten çıkartılıp yenileri takıldı
Arıza;12.10.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;;8.10.2022;8.10.2022;10:30;10:50;20;Pres-4 sigorta kemişti değişim yapıldı
Arıza;13.10.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;12.10.2022;12.10.2022;08:10;08:30;20;2 tane patlak elek vardı değiştirildi
Arıza;14.10.2022;Paketleme-4;Mekanik;Motor Arızası;Motor Dişli Değişimi;1;13.10.2022;13.10.2022;13:00;13:45;45;Paketleme-4 zincirlinin motor dişlisi değiştirildi
Arıza;15.10.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;14.10.2022;14.10.2022;09:15;09:35;20;1 tane patlak elek vardı değiştirildi
Bakım;16.10.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;15.10.2022;15.10.2022;02:30;03:10;40;Elekler ve çekiçler kontrol edildi
Arıza;17.10.2022;Expander-1;Mekanik;Yağ Soğutucu Filtre Arızası;Yağ Soğutucu Filtre Geğişimi;;16.10.2022;16.10.2022;12:00;12:10;10;Expander-1 yağ soğutucu filtresi değiştirildi
Arıza;20.10.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Arızası;2;17.10.2022;17.10.2022;08:30;08:50;20;2 tane patlak elek vardı değiştirildi
