,bayii,sipariş_miktarı,irsaliye_miktarı,fatura_miktarı,ürün_adı,birim_fiyat,alt_top,kdv,genel_toplam,kayıt_tarihi,onay_tarihi,istenen_teslimT,son_irsaliyeT,sevk_performansı,zamanında,kayıt_eden
2022-01-06 07:00:00,Karadeniz Yem A.Ş.,1804.0,1804,1804,Koyun Süt,440,793760,142876.8,936636.8,2022-01-06 07:00:00,2022-01-06 07:00:00,2022-01-12 07:00:00,2022-01-26 07:00:00,14,0,Sevkiyat-Davut
2022-01-06 08:00:00,Güney Anadolu Yem A.Ş.,1018.0,1018,1018,Buzağı Büyütme,380,386840,69631.2,456471.2,2022-01-06 08:00:00,2022-01-06 08:00:00,2022-01-10 08:00:00,2022-01-12 08:00:00,2,0,Sevkiyat-Davut
2022-01-06 09:00:00,Karadeniz Yem A.Ş.,1189.0,1189,1189,Gebe Düve,520,618280,111290.4,729570.4,2022-01-06 09:00:00,2022-01-06 09:00:00,2022-01-10 09:00:00,2022-01-27 09:00:00,17,0,Sevkiyat-Bekir
2022-01-06 10:00:00,Ege Yem A.Ş.,716.0,716,716,Buzağı Büyütme,380,272080,48974.4,321054.4,2022-01-06 10:00:00,2022-01-06 10:00:00,2022-01-10 10:00:00,2022-01-20 10:00:00,10,0,Sevkiyat-Onur
2022-01-06 11:00:00,Akdeniz Yem A.Ş.,827.0,827,827,20 X,420,347340,62521.2,409861.2,2022-01-06 11:00:00,2022-01-06 11:00:00,2022-01-09 11:00:00,2022-01-10 11:00:00,1,0,Sevkiyat-Davut
2022-01-06 13:00:00,Karadeniz Yem A.Ş.,61.0,61,61,Trend 21 XS,380,23180,4172.4,27352.4,2022-01-06 13:00:00,2022-01-06 13:00:00,2022-01-09 13:00:00,2022-01-27 13:00:00,18,0,Sevkiyat-Onur
2022-01-06 14:00:00,Marmara Yem A.Ş.,607.0,607,607,Besi 18 Geliştirme,550,333850,60093.0,393943.0,2022-01-06 14:00:00,2022-01-06 14:00:00,2022-01-11 14:00:00,2022-02-07 14:00:00,27,0,Sevkiyat-Davut
2022-01-06 15:00:00,İç Anadolu Yem A.Ş.,1476.0,1476,1476,Trend Besi,545,804420,144795.6,949215.6,2022-01-06 15:00:00,2022-01-06 15:00:00,2022-01-10 15:00:00,2022-01-26 15:00:00,16,0,Sevkiyat-Davut
2022-01-06 16:00:00,Doğu Anadolu Yem A.Ş.,309.0,309,309,Toklu Besi,545,168405,30312.899999999998,198717.9,2022-01-06 16:00:00,2022-01-06 16:00:00,2022-01-12 16:00:00,2022-02-08 16:00:00,27,0,Sevkiyat-Bekir
2022-01-06 17:00:00,Karadeniz Yem A.Ş.,529.0,529,529,Buzağı Büyütme,380,201020,36183.6,237203.6,2022-01-06 17:00:00,2022-01-06 17:00:00,2022-01-11 17:00:00,2022-01-20 17:00:00,9,0,Sevkiyat-Davut
2022-01-06 18:00:00,Akdeniz Yem A.Ş.,1309.0,1309,1309,Atax 16,480,628320,113097.59999999999,741417.6,2022-01-06 18:00:00,2022-01-06 18:00:00,2022-01-09 18:00:00,2022-01-14 18:00:00,5,0,Sevkiyat-Ekrem
2022-01-06 20:00:00,Marmara Yem A.Ş.,981.0,981,981,Besi 18 Geliştirme,550,539550,97119.0,636669.0,2022-01-06 20:00:00,2022-01-06 20:00:00,2022-01-10 20:00:00,2022-02-01 20:00:00,22,0,Sevkiyat-Davut
2022-01-06 21:00:00,Marmara Yem A.Ş.,115.0,115,115,Kuzu Büyütme,520,59800,10764.0,70564.0,2022-01-06 21:00:00,2022-01-06 21:00:00,2022-01-11 21:00:00,2022-01-21 21:00:00,10,0,Sevkiyat-Ekrem
2022-01-06 22:00:00,Marmara Yem A.Ş.,282.0,282,282,21 XS,450,126900,22842.0,149742.0,2022-01-06 22:00:00,2022-01-06 22:00:00,2022-01-11 22:00:00,2022-01-23 22:00:00,12,0,Sevkiyat-Ekrem
2022-01-07 00:00:00,Güney Anadolu Yem A.Ş.,842.0,842,842,Gebe Düve,520,437840,78811.2,516651.2,2022-01-07 00:00:00,2022-01-07 00:00:00,2022-01-10 00:00:00,2022-01-16 00:00:00,6,0,Sevkiyat-Bekir
2022-01-07 01:00:00,İç Anadolu Yem A.Ş.,1328.0,1328,1328,Trend XS,395,524560,94420.8,618980.8,2022-01-07 01:00:00,2022-01-07 01:00:00,2022-01-10 01:00:00,2022-02-02 01:00:00,23,0,Sevkiyat-Ekrem
2022-01-07 02:00:00,Akdeniz Yem A.Ş.,1470.0,1470,1470,Atax 18,495,727650,130977.0,858627.0,2022-01-07 02:00:00,2022-01-07 02:00:00,2022-01-13 02:00:00,2022-01-24 02:00:00,11,0,Sevkiyat-Ekrem
2022-01-07 03:00:00,Güney Anadolu Yem A.Ş.,915.0,915,915,Trend 21 XS,380,347700,62586.0,410286.0,2022-01-07 03:00:00,2022-01-07 03:00:00,2022-01-13 03:00:00,2022-01-18 03:00:00,5,0,Sevkiyat-Onur
2022-01-07 04:00:00,Güney Anadolu Yem A.Ş.,1553.0,1553,1553,Trend X,410,636730,114611.4,751341.4,2022-01-07 04:00:00,2022-01-07 04:00:00,2022-01-12 04:00:00,2022-01-16 04:00:00,4,0,Sevkiyat-Davut
2022-01-07 05:00:00,Ege Yem A.Ş.,1317.0,1317,1317,A Besi,515,678255,122085.9,800340.9,2022-01-07 05:00:00,2022-01-07 05:00:00,2022-01-13 05:00:00,2022-01-30 05:00:00,17,0,Sevkiyat-Bekir
2022-01-07 06:00:00,İç Anadolu Yem A.Ş.,559.0,559,559,Besi Bitirme,430,240370,43266.6,283636.6,2022-01-07 06:00:00,2022-01-07 06:00:00,2022-01-12 06:00:00,2022-01-18 06:00:00,6,0,Sevkiyat-Ekrem
2022-01-07 07:00:00,Güney Anadolu Yem A.Ş.,646.0,646,646,Trend 21 XS,380,245480,44186.4,289666.4,2022-01-07 07:00:00,2022-01-07 07:00:00,2022-01-11 07:00:00,2022-01-12 07:00:00,1,0,Sevkiyat-Onur
2022-01-07 08:00:00,Marmara Yem A.Ş.,106.0,106,106,Trend X,410,43460,7822.799999999999,51282.8,2022-01-07 08:00:00,2022-01-07 08:00:00,2022-01-10 08:00:00,2022-01-11 08:00:00,1,0,Sevkiyat-Onur
2022-01-07 09:00:00,İç Anadolu Yem A.Ş.,1314.0,1314,1314,Trend 19,460,604440,108799.2,713239.2,2022-01-07 09:00:00,2022-01-07 09:00:00,2022-01-13 09:00:00,2022-02-07 09:00:00,25,0,Sevkiyat-Onur
2022-01-07 10:00:00,Karadeniz Yem A.Ş.,1554.0,1554,1554,Trend 21,410,637140,114685.2,751825.2,2022-01-07 10:00:00,2022-01-07 10:00:00,2022-01-11 10:00:00,2022-01-29 10:00:00,18,0,Sevkiyat-Bekir
2022-01-07 11:00:00,Akdeniz Yem A.Ş.,874.0,874,874,Trend 19,460,402040,72367.2,474407.2,2022-01-07 11:00:00,2022-01-07 11:00:00,2022-01-12 11:00:00,2022-01-28 11:00:00,16,0,Sevkiyat-Davut
2022-01-07 12:00:00,İç Anadolu Yem A.Ş.,309.0,309,309,Trend XS,395,122055,21969.899999999998,144024.9,2022-01-07 12:00:00,2022-01-07 12:00:00,2022-01-13 12:00:00,2022-01-29 12:00:00,16,0,Sevkiyat-Davut
2022-01-07 13:00:00,Güney Anadolu Yem A.Ş.,1986.0,1986,1986,Buzağı Başlangıç,430,853980,153716.4,1007696.4,2022-01-07 13:00:00,2022-01-07 13:00:00,2022-01-12 13:00:00,2022-01-19 13:00:00,7,0,Sevkiyat-Davut
2022-01-07 14:00:00,Marmara Yem A.Ş.,334.0,334,334,Kuzu Besi ,460,153640,27655.2,181295.2,2022-01-07 14:00:00,2022-01-07 14:00:00,2022-01-11 14:00:00,2022-02-08 14:00:00,28,0,Sevkiyat-Bekir
2022-01-07 16:00:00,Karadeniz Yem A.Ş.,1441.0,1441,1441,Buzağı Büyütme,380,547580,98564.4,646144.4,2022-01-07 16:00:00,2022-01-07 16:00:00,2022-01-13 16:00:00,2022-02-01 16:00:00,19,0,Sevkiyat-Bekir
2022-01-07 17:00:00,Doğu Anadolu Yem A.Ş.,397.0,397,397,Kuzu Besi ,460,182620,32871.6,215491.6,2022-01-07 17:00:00,2022-01-07 17:00:00,2022-01-10 17:00:00,2022-01-17 17:00:00,7,0,Sevkiyat-Mehmet
2022-01-07 18:00:00,Karadeniz Yem A.Ş.,391.0,391,391,21 X,530,207230,37301.4,244531.4,2022-01-07 18:00:00,2022-01-07 18:00:00,2022-01-13 18:00:00,2022-01-13 18:00:00,0,1,Sevkiyat-Mehmet
2022-01-07 19:00:00,Akdeniz Yem A.Ş.,198.0,198,198,Besi Bitirme,430,85140,15325.199999999999,100465.2,2022-01-07 19:00:00,2022-01-07 19:00:00,2022-01-11 19:00:00,2022-02-02 19:00:00,22,0,Sevkiyat-Davut
2022-01-07 20:00:00,Akdeniz Yem A.Ş.,1730.0,1730,1730,Buzağı Başlangıç,430,743900,133902.0,877802.0,2022-01-07 20:00:00,2022-01-07 20:00:00,2022-01-10 20:00:00,2022-01-27 20:00:00,17,0,Sevkiyat-Ekrem
2022-01-07 21:00:00,Ege Yem A.Ş.,1167.0,1167,1167,Trend Besi,545,636015,114482.7,750497.7,2022-01-07 21:00:00,2022-01-07 21:00:00,2022-01-13 21:00:00,2022-01-31 21:00:00,18,0,Sevkiyat-Mehmet
2022-01-07 22:00:00,İç Anadolu Yem A.Ş.,1736.0,1736,1736,21 XS,450,781200,140616.0,921816.0,2022-01-07 22:00:00,2022-01-07 22:00:00,2022-01-10 22:00:00,2022-02-01 22:00:00,22,0,Sevkiyat-Ekrem
2022-01-07 23:00:00,Doğu Anadolu Yem A.Ş.,1129.0,1129,1129,Trend 19,460,519340,93481.2,612821.2,2022-01-07 23:00:00,2022-01-07 23:00:00,2022-01-13 23:00:00,2022-01-22 23:00:00,9,0,Sevkiyat-Davut
2022-01-08 00:00:00,Ege Yem A.Ş.,1917.0,1917,1917,Toklu Besi,545,1044765,188057.69999999998,1232822.7,2022-01-08 00:00:00,2022-01-08 00:00:00,2022-01-13 00:00:00,2022-02-02 00:00:00,20,0,Sevkiyat-Davut
2022-01-08 01:00:00,Güney Anadolu Yem A.Ş.,1797.0,1797,1797,GRN Yonca Süt,520,934440,168199.19999999998,1102639.2,2022-01-08 01:00:00,2022-01-08 01:00:00,2022-01-12 01:00:00,2022-01-15 01:00:00,3,0,Sevkiyat-Davut
2022-01-08 02:00:00,Ege Yem A.Ş.,1978.0,1978,1978,Trend 21 XS,380,751640,135295.19999999998,886935.2,2022-01-08 02:00:00,2022-01-08 02:00:00,2022-01-11 02:00:00,2022-01-21 02:00:00,10,0,Sevkiyat-Onur
2022-01-08 03:00:00,Akdeniz Yem A.Ş.,1650.0,1650,1650,20 X,420,693000,124740.0,817740.0,2022-01-08 03:00:00,2022-01-08 03:00:00,2022-01-14 03:00:00,2022-02-07 03:00:00,24,0,Sevkiyat-Ekrem
2022-01-08 04:00:00,Akdeniz Yem A.Ş.,1309.0,1309,1309,GRN Yonca Süt,520,680680,122522.4,803202.4,2022-01-08 04:00:00,2022-01-08 04:00:00,2022-01-14 04:00:00,2022-01-27 04:00:00,13,0,Sevkiyat-Davut
2022-01-08 05:00:00,Güney Anadolu Yem A.Ş.,448.0,448,448,Atax 18,495,221760,39916.799999999996,261676.8,2022-01-08 05:00:00,2022-01-08 05:00:00,2022-01-11 05:00:00,2022-02-01 05:00:00,21,0,Sevkiyat-Mehmet
2022-01-08 06:00:00,Akdeniz Yem A.Ş.,1780.0,1780,1780,Besi 18 Geliştirme,550,979000,176220.0,1155220.0,2022-01-08 06:00:00,2022-01-08 06:00:00,2022-01-11 06:00:00,2022-01-23 06:00:00,12,0,Sevkiyat-Onur
2022-01-08 07:00:00,Karadeniz Yem A.Ş.,1749.0,1749,1749,Yonca Besi,560,979440,176299.19999999998,1155739.2,2022-01-08 07:00:00,2022-01-08 07:00:00,2022-01-14 07:00:00,2022-01-28 07:00:00,14,0,Sevkiyat-Ekrem
2022-01-08 08:00:00,Güney Anadolu Yem A.Ş.,1760.0,1760,1760,Trend 19,460,809600,145728.0,955328.0,2022-01-08 08:00:00,2022-01-08 08:00:00,2022-01-14 08:00:00,2022-01-30 08:00:00,16,0,Sevkiyat-Mehmet
2022-01-08 09:00:00,Ege Yem A.Ş.,906.0,906,906,Koyun Süt,440,398640,71755.2,470395.2,2022-01-08 09:00:00,2022-01-08 09:00:00,2022-01-12 09:00:00,2022-01-13 09:00:00,1,0,Sevkiyat-Mehmet
2022-01-08 10:00:00,Güney Anadolu Yem A.Ş.,699.0,699,699,Trend 21 XS,380,265620,47811.6,313431.6,2022-01-08 10:00:00,2022-01-08 10:00:00,2022-01-12 10:00:00,2022-02-04 10:00:00,23,0,Sevkiyat-Onur
2022-01-08 13:00:00,Karadeniz Yem A.Ş.,1579.0,1579,1579,A Besi,515,813185,146373.3,959558.3,2022-01-08 13:00:00,2022-01-08 13:00:00,2022-01-14 13:00:00,2022-01-26 13:00:00,12,0,Sevkiyat-Mehmet
2022-01-08 14:00:00,Marmara Yem A.Ş.,260.0,260,260,Besi Bitirme,430,111800,20124.0,131924.0,2022-01-08 14:00:00,2022-01-08 14:00:00,2022-01-13 14:00:00,2022-01-17 14:00:00,4,0,Sevkiyat-Ekrem
2022-01-08 16:00:00,Akdeniz Yem A.Ş.,723.0,723,723,Besi 18 Geliştirme,550,397650,71577.0,469227.0,2022-01-08 16:00:00,2022-01-08 16:00:00,2022-01-12 16:00:00,2022-01-15 16:00:00,3,0,Sevkiyat-Mehmet
2022-01-08 17:00:00,Marmara Yem A.Ş.,190.0,190,190,20 A,395,75050,13509.0,88559.0,2022-01-08 17:00:00,2022-01-08 17:00:00,2022-01-14 17:00:00,2022-02-05 17:00:00,22,0,Sevkiyat-Ekrem
2022-01-08 18:00:00,Doğu Anadolu Yem A.Ş.,449.0,449,449,Buzağı Büyütme,380,170620,30711.6,201331.6,2022-01-08 18:00:00,2022-01-08 18:00:00,2022-01-14 18:00:00,2022-01-28 18:00:00,14,0,Sevkiyat-Bekir
2022-01-08 20:00:00,İç Anadolu Yem A.Ş.,608.0,608,608,Kuzu Büyütme,520,316160,56908.799999999996,373068.8,2022-01-08 20:00:00,2022-01-08 20:00:00,2022-01-12 20:00:00,2022-01-24 20:00:00,12,0,Sevkiyat-Davut
2022-01-09 00:00:00,Karadeniz Yem A.Ş.,868.0,868,868,Trend Besi,545,473060,85150.8,558210.8,2022-01-09 00:00:00,2022-01-09 00:00:00,2022-01-14 00:00:00,2022-01-28 00:00:00,14,0,Sevkiyat-Mehmet
2022-01-09 01:00:00,İç Anadolu Yem A.Ş.,1342.0,1342,1342,Koyun Süt,440,590480,106286.4,696766.4,2022-01-09 01:00:00,2022-01-09 01:00:00,2022-01-12 01:00:00,2022-01-13 01:00:00,1,0,Sevkiyat-Davut
2022-01-09 02:00:00,Ege Yem A.Ş.,126.0,126,126,Kuzu Besi ,460,57960,10432.8,68392.8,2022-01-09 02:00:00,2022-01-09 02:00:00,2022-01-13 02:00:00,2022-02-03 02:00:00,21,0,Sevkiyat-Onur
2022-01-09 03:00:00,İç Anadolu Yem A.Ş.,547.0,547,547,Trend Besi,545,298115,53660.7,351775.7,2022-01-09 03:00:00,2022-01-09 03:00:00,2022-01-12 03:00:00,2022-02-08 03:00:00,27,0,Sevkiyat-Mehmet
2022-01-09 04:00:00,Akdeniz Yem A.Ş.,752.0,752,752,Trend 19,460,345920,62265.6,408185.6,2022-01-09 04:00:00,2022-01-09 04:00:00,2022-01-15 04:00:00,2022-02-05 04:00:00,21,0,Sevkiyat-Mehmet
2022-01-09 05:00:00,Karadeniz Yem A.Ş.,1327.0,1327,1327,Koyun Süt,440,583880,105098.4,688978.4,2022-01-09 05:00:00,2022-01-09 05:00:00,2022-01-14 05:00:00,2022-01-22 05:00:00,8,0,Sevkiyat-Ekrem
2022-01-09 06:00:00,Doğu Anadolu Yem A.Ş.,1592.0,1592,1592,Trend 21 XS,380,604960,108892.8,713852.8,2022-01-09 06:00:00,2022-01-09 06:00:00,2022-01-14 06:00:00,2022-02-05 06:00:00,22,0,Sevkiyat-Bekir
2022-01-09 07:00:00,Ege Yem A.Ş.,1336.0,1336,1336,Buzağı Büyütme,380,507680,91382.4,599062.4,2022-01-09 07:00:00,2022-01-09 07:00:00,2022-01-14 07:00:00,2022-02-05 07:00:00,22,0,Sevkiyat-Davut
2022-01-09 08:00:00,Ege Yem A.Ş.,466.0,466,466,Buzağı Başlangıç,430,200380,36068.4,236448.4,2022-01-09 08:00:00,2022-01-09 08:00:00,2022-01-14 08:00:00,2022-01-22 08:00:00,8,0,Sevkiyat-Ekrem
2022-01-09 09:00:00,Marmara Yem A.Ş.,1001.0,1001,1001,A Besi,515,515515,92792.7,608307.7,2022-01-09 09:00:00,2022-01-09 09:00:00,2022-01-14 09:00:00,2022-01-31 09:00:00,17,0,Sevkiyat-Bekir
2022-01-09 11:00:00,Akdeniz Yem A.Ş.,1385.0,1385,1385,Besi 18 Geliştirme,550,761750,137115.0,898865.0,2022-01-09 11:00:00,2022-01-09 11:00:00,2022-01-15 11:00:00,2022-02-06 11:00:00,22,0,Sevkiyat-Ekrem
2022-01-09 12:00:00,Karadeniz Yem A.Ş.,74.0,74,74,Trend 21 XS,380,28120,5061.599999999999,33181.6,2022-01-09 12:00:00,2022-01-09 12:00:00,2022-01-12 12:00:00,2022-02-09 12:00:00,28,0,Sevkiyat-Onur
2022-01-09 13:00:00,Ege Yem A.Ş.,1889.0,1889,1889,Trend X,410,774490,139408.19999999998,913898.2,2022-01-09 13:00:00,2022-01-09 13:00:00,2022-01-12 13:00:00,2022-02-10 13:00:00,29,0,Sevkiyat-Mehmet
2022-01-09 14:00:00,Ege Yem A.Ş.,497.0,497,497,Buzağı Başlangıç,430,213710,38467.799999999996,252177.8,2022-01-09 14:00:00,2022-01-09 14:00:00,2022-01-13 14:00:00,2022-02-06 14:00:00,24,0,Sevkiyat-Bekir
2022-01-09 15:00:00,Akdeniz Yem A.Ş.,1855.0,1855,1855,Trend 21 XS,380,704900,126882.0,831782.0,2022-01-09 15:00:00,2022-01-09 15:00:00,2022-01-15 15:00:00,2022-02-06 15:00:00,22,0,Sevkiyat-Bekir
2022-01-09 17:00:00,Marmara Yem A.Ş.,1336.0,1336,1336,A Besi,515,688040,123847.2,811887.2,2022-01-09 17:00:00,2022-01-09 17:00:00,2022-01-12 17:00:00,2022-01-28 17:00:00,16,0,Sevkiyat-Ekrem
2022-01-09 18:00:00,Ege Yem A.Ş.,1512.0,1512,1512,Trend 21,410,619920,111585.59999999999,731505.6,2022-01-09 18:00:00,2022-01-09 18:00:00,2022-01-12 18:00:00,2022-01-30 18:00:00,18,0,Sevkiyat-Onur
2022-01-09 19:00:00,Ege Yem A.Ş.,548.0,548,548,20 X,420,230160,41428.799999999996,271588.8,2022-01-09 19:00:00,2022-01-09 19:00:00,2022-01-14 19:00:00,2022-02-08 19:00:00,25,0,Sevkiyat-Onur
2022-01-09 21:00:00,Güney Anadolu Yem A.Ş.,696.0,696,696,Trend X,410,285360,51364.799999999996,336724.8,2022-01-09 21:00:00,2022-01-09 21:00:00,2022-01-15 21:00:00,2022-01-29 21:00:00,14,0,Sevkiyat-Davut
2022-01-09 22:00:00,Marmara Yem A.Ş.,1446.0,1446,1446,A Besi,515,744690,134044.19999999998,878734.2,2022-01-09 22:00:00,2022-01-09 22:00:00,2022-01-12 22:00:00,2022-02-07 22:00:00,26,0,Sevkiyat-Onur
2022-01-10 00:00:00,Akdeniz Yem A.Ş.,607.0,607,607,Trend Besi,545,330815,59546.7,390361.7,2022-01-10 00:00:00,2022-01-10 00:00:00,2022-01-15 00:00:00,2022-01-18 00:00:00,3,0,Sevkiyat-Onur
2022-01-10 01:00:00,Akdeniz Yem A.Ş.,988.0,988,988,Gebe Düve,520,513760,92476.8,606236.8,2022-01-10 01:00:00,2022-01-10 01:00:00,2022-01-15 01:00:00,2022-02-05 01:00:00,21,0,Sevkiyat-Ekrem
2022-01-10 02:00:00,Marmara Yem A.Ş.,269.0,269,269,Trend 19,460,123740,22273.2,146013.2,2022-01-10 02:00:00,2022-01-10 02:00:00,2022-01-14 02:00:00,2022-02-12 02:00:00,29,0,Sevkiyat-Onur
2022-01-10 03:00:00,Güney Anadolu Yem A.Ş.,1058.0,1058,1058,Toklu Besi,545,576610,103789.8,680399.8,2022-01-10 03:00:00,2022-01-10 03:00:00,2022-01-15 03:00:00,2022-02-12 03:00:00,28,0,Sevkiyat-Bekir
2022-01-10 04:00:00,Akdeniz Yem A.Ş.,1037.0,1037,1037,Gebe Düve,520,539240,97063.2,636303.2,2022-01-10 04:00:00,2022-01-10 04:00:00,2022-01-14 04:00:00,2022-01-31 04:00:00,17,0,Sevkiyat-Ekrem
2022-01-10 05:00:00,Marmara Yem A.Ş.,1411.0,1411,1411,Koyun Süt,440,620840,111751.2,732591.2,2022-01-10 05:00:00,2022-01-10 05:00:00,2022-01-14 05:00:00,2022-02-11 05:00:00,28,0,Sevkiyat-Bekir
2022-01-10 06:00:00,Güney Anadolu Yem A.Ş.,751.0,751,751,GRN Yonca Süt,520,390520,70293.59999999999,460813.6,2022-01-10 06:00:00,2022-01-10 06:00:00,2022-01-15 06:00:00,2022-01-18 06:00:00,3,0,Sevkiyat-Davut
2022-01-10 07:00:00,Ege Yem A.Ş.,1560.0,1560,1560,Trend Besi,545,850200,153036.0,1003236.0,2022-01-10 07:00:00,2022-01-10 07:00:00,2022-01-15 07:00:00,2022-01-26 07:00:00,11,0,Sevkiyat-Bekir
2022-01-10 08:00:00,Güney Anadolu Yem A.Ş.,1970.0,1970,1970,Yonca Besi,560,1103200,198576.0,1301776.0,2022-01-10 08:00:00,2022-01-10 08:00:00,2022-01-13 08:00:00,2022-01-30 08:00:00,17,0,Sevkiyat-Davut
2022-01-10 10:00:00,Ege Yem A.Ş.,404.0,404,404,21 X,530,214120,38541.6,252661.6,2022-01-10 10:00:00,2022-01-10 10:00:00,2022-01-15 10:00:00,2022-01-18 10:00:00,3,0,Sevkiyat-Onur
2022-01-10 12:00:00,Güney Anadolu Yem A.Ş.,1815.0,1815,1815,GRN Yonca Süt,520,943800,169884.0,1113684.0,2022-01-10 12:00:00,2022-01-10 12:00:00,2022-01-16 12:00:00,2022-01-17 12:00:00,1,0,Sevkiyat-Onur
2022-01-10 13:00:00,İç Anadolu Yem A.Ş.,514.0,514,514,Toklu Besi,545,280130,50423.4,330553.4,2022-01-10 13:00:00,2022-01-10 13:00:00,2022-01-13 13:00:00,2022-01-30 13:00:00,17,0,Sevkiyat-Ekrem
2022-01-10 14:00:00,Güney Anadolu Yem A.Ş.,1796.0,1796,1796,Trend 21 XS,380,682480,122846.4,805326.4,2022-01-10 14:00:00,2022-01-10 14:00:00,2022-01-16 14:00:00,2022-01-20 14:00:00,4,0,Sevkiyat-Mehmet
2022-01-10 15:00:00,Marmara Yem A.Ş.,92.0,92,92,Yonca Besi,560,51520,9273.6,60793.6,2022-01-10 15:00:00,2022-01-10 15:00:00,2022-01-16 15:00:00,2022-01-30 15:00:00,14,0,Sevkiyat-Davut
2022-01-10 16:00:00,Güney Anadolu Yem A.Ş.,1273.0,1273,1273,21 X,530,674690,121444.2,796134.2,2022-01-10 16:00:00,2022-01-10 16:00:00,2022-01-13 16:00:00,2022-01-27 16:00:00,14,0,Sevkiyat-Davut
2022-01-10 17:00:00,Akdeniz Yem A.Ş.,583.0,583,583,20 X,420,244860,44074.799999999996,288934.8,2022-01-10 17:00:00,2022-01-10 17:00:00,2022-01-14 17:00:00,2022-02-09 17:00:00,26,0,Sevkiyat-Ekrem
2022-01-10 18:00:00,Doğu Anadolu Yem A.Ş.,696.0,696,696,Besi Bitirme,430,299280,53870.4,353150.4,2022-01-10 18:00:00,2022-01-10 18:00:00,2022-01-15 18:00:00,2022-01-16 18:00:00,1,0,Sevkiyat-Davut
2022-01-10 19:00:00,Güney Anadolu Yem A.Ş.,637.0,637,637,21 X,530,337610,60769.799999999996,398379.8,2022-01-10 19:00:00,2022-01-10 19:00:00,2022-01-16 19:00:00,2022-01-20 19:00:00,4,0,Sevkiyat-Davut
2022-01-10 20:00:00,Akdeniz Yem A.Ş.,1206.0,1206,1206,Trend Besi,545,657270,118308.59999999999,775578.6,2022-01-10 20:00:00,2022-01-10 20:00:00,2022-01-15 20:00:00,2022-01-22 20:00:00,7,0,Sevkiyat-Mehmet
2022-01-10 21:00:00,Karadeniz Yem A.Ş.,1159.0,1159,1159,A Besi,515,596885,107439.3,704324.3,2022-01-10 21:00:00,2022-01-10 21:00:00,2022-01-16 21:00:00,2022-02-08 21:00:00,23,0,Sevkiyat-Mehmet
2022-01-10 23:00:00,Akdeniz Yem A.Ş.,1321.0,1321,1321,Trend XS,395,521795,93923.09999999999,615718.1,2022-01-10 23:00:00,2022-01-10 23:00:00,2022-01-16 23:00:00,2022-01-22 23:00:00,6,0,Sevkiyat-Mehmet
2022-01-11 01:00:00,Ege Yem A.Ş.,1084.0,1084,1084,Trend 19,460,498640,89755.2,588395.2,2022-01-11 01:00:00,2022-01-11 01:00:00,2022-01-17 01:00:00,2022-02-04 01:00:00,18,0,Sevkiyat-Davut
2022-01-11 02:00:00,Akdeniz Yem A.Ş.,622.0,622,622,Trend 21 XS,380,236360,42544.799999999996,278904.8,2022-01-11 02:00:00,2022-01-11 02:00:00,2022-01-14 02:00:00,2022-01-29 02:00:00,15,0,Sevkiyat-Bekir
2022-01-11 03:00:00,İç Anadolu Yem A.Ş.,1781.0,1781,1781,Atax 16,480,854880,153878.4,1008758.4,2022-01-11 03:00:00,2022-01-11 03:00:00,2022-01-14 03:00:00,2022-02-05 03:00:00,22,0,Sevkiyat-Bekir
2022-01-11 04:00:00,Doğu Anadolu Yem A.Ş.,1661.0,1661,1661,21 X,530,880330,158459.4,1038789.4,2022-01-11 04:00:00,2022-01-11 04:00:00,2022-01-17 04:00:00,2022-01-18 04:00:00,1,0,Sevkiyat-Bekir
2022-01-11 05:00:00,Doğu Anadolu Yem A.Ş.,1348.0,1348,1348,Trend 21,410,552680,99482.4,652162.4,2022-01-11 05:00:00,2022-01-11 05:00:00,2022-01-17 05:00:00,2022-01-22 05:00:00,5,0,Sevkiyat-Onur
2022-01-11 06:00:00,Karadeniz Yem A.Ş.,1929.0,1929,1929,Besi Bitirme,430,829470,149304.6,978774.6,2022-01-11 06:00:00,2022-01-11 06:00:00,2022-01-15 06:00:00,2022-01-31 06:00:00,16,0,Sevkiyat-Mehmet
2022-01-11 07:00:00,Ege Yem A.Ş.,1012.0,1012,1012,Buzağı Başlangıç,430,435160,78328.8,513488.8,2022-01-11 07:00:00,2022-01-11 07:00:00,2022-01-16 07:00:00,2022-02-09 07:00:00,24,0,Sevkiyat-Bekir
2022-01-11 08:00:00,İç Anadolu Yem A.Ş.,79.0,79,79,Atax 18,495,39105,7038.9,46143.9,2022-01-11 08:00:00,2022-01-11 08:00:00,2022-01-14 08:00:00,2022-02-09 08:00:00,26,0,Sevkiyat-Onur
2022-01-11 09:00:00,Marmara Yem A.Ş.,1587.0,1587,1587,Buzağı Başlangıç,430,682410,122833.79999999999,805243.8,2022-01-11 09:00:00,2022-01-11 09:00:00,2022-01-15 09:00:00,2022-02-05 09:00:00,21,0,Sevkiyat-Bekir
2022-01-11 10:00:00,İç Anadolu Yem A.Ş.,635.0,635,635,Trend 21,410,260350,46863.0,307213.0,2022-01-11 10:00:00,2022-01-11 10:00:00,2022-01-16 10:00:00,2022-02-08 10:00:00,23,0,Sevkiyat-Bekir
